from,to,relation_type,label,exists_as_page,rendered_link,source_section,bidirectional_expected,broken
"amartya-sen","positive-freiheit","related","Positive Freiheit",true,"/begriffe/positive-freiheit/","relatedTerms",false,false
"amartya-sen","wohlfahrtsoekonomie","related","Wohlfahrtsökonomie",true,"/begriffe/wohlfahrtsoekonomie/","relatedTerms",false,false
"amartya-sen","wirkungseinkommen","related","Wirkungseinkommen",true,"/begriffe/wirkungseinkommen/","relatedTerms",false,false
"amartya-sen","reale-freiheit","related","Reale Freiheit",true,"/begriffe/reale-freiheit/","relatedTerms",false,false
"amartya-sen","positive-freiheit","related","Positive Freiheit",true,"/begriffe/positive-freiheit/","relatedTerms",false,false
"amartya-sen","wohlfahrtsoekonomie","related","Wohlfahrtsökonomie",true,"/begriffe/wohlfahrtsoekonomie/","relatedTerms",false,false
"anaerobe-vergaerung","biogas","related","Biogas",true,"/begriffe/biogas/","relatedTerms",false,false
"anaerobe-vergaerung","biologischer-kreislauf","related","Biologischer Kreislauf",true,"/begriffe/biologischer-kreislauf/","relatedTerms",false,false
"anaerobe-vergaerung","biogas","related","Biogas",true,"/begriffe/biogas/","relatedTerms",false,false
"anaerobe-vergaerung","biologischer-kreislauf","related","Biologischer Kreislauf",true,"/begriffe/biologischer-kreislauf/","relatedTerms",false,false
"anarchokapitalismus","libertarismus","related","Libertarismus",true,"/begriffe/libertarismus/","relatedTerms",false,false
"anarchokapitalismus","self-ownership","related","Self-Ownership",true,"/begriffe/self-ownership/","relatedTerms",false,false
"anarchokapitalismus","non-aggression-principle","related","Non-Aggression Principle",true,"/begriffe/non-aggression-principle/","relatedTerms",false,false
"anarchokapitalismus","oeffentliche-gueter","related","Öffentliche Güter",true,"/begriffe/oeffentliche-gueter/","relatedTerms",false,false
"anarchokapitalismus","libertarismus","related","Libertarismus",true,"/begriffe/libertarismus/","relatedTerms",false,false
"anarchokapitalismus","self-ownership","related","Self-Ownership",true,"/begriffe/self-ownership/","relatedTerms",false,false
"anarchokapitalismus","non-aggression-principle","related","Non-Aggression Principle",true,"/begriffe/non-aggression-principle/","relatedTerms",false,false
"anarchokapitalismus","oeffentliche-gueter","related","Öffentliche Güter",true,"/begriffe/oeffentliche-gueter/","relatedTerms",false,false
"ankereffekt","framing","related","Frame / Framing",true,"/begriffe/framing/","relatedTerms",false,false
"ankereffekt","priming","related","Priming",true,"/begriffe/priming/","relatedTerms",false,false
"ankereffekt","salienz","related","Salienz",true,"/begriffe/salienz/","relatedTerms",false,false
"ankereffekt","wirkstoff","related","Wirkstoff",true,"/begriffe/wirkstoff/","relatedTerms",false,false
"ankereffekt","framing","related","Frame / Framing",true,"/begriffe/framing/","relatedTerms",false,false
"ankereffekt","priming","related","Priming",true,"/begriffe/priming/","relatedTerms",false,false
"ankereffekt","salienz","related","Salienz",true,"/begriffe/salienz/","relatedTerms",false,false
"ankereffekt","wirkstoff","related","Wirkstoff",true,"/begriffe/wirkstoff/","relatedTerms",false,false
"anlagenpass","materialpass","related","Materialpass",true,"/begriffe/materialpass/","relatedTerms",false,false
"anlagenpass","digitaler-produktpass","related","Digitaler Produktpass",true,"/begriffe/digitaler-produktpass/","relatedTerms",false,false
"anlagenpass","rueckbaustandard","related","Rückbaustandard",true,"/begriffe/rueckbaustandard/","relatedTerms",false,false
"anlagenpass","materialpass","related","Materialpass",true,"/begriffe/materialpass/","relatedTerms",false,false
"anlagenpass","digitaler-produktpass","related","Digitaler Produktpass",true,"/begriffe/digitaler-produktpass/","relatedTerms",false,false
"anlagenpass","rueckbaustandard","related","Rückbaustandard",true,"/begriffe/rueckbaustandard/","relatedTerms",false,false
"anpassungskapazitaet","klimaanpassung","related","Klimaanpassung / Adaptation",true,"/begriffe/klimaanpassung/","relatedTerms",false,false
"anpassungskapazitaet","vulnerabilitaet","related","Vulnerabilität",true,"/begriffe/vulnerabilitaet/","relatedTerms",false,false
"anpassungskapazitaet","wirkungsresilienz","related","Wirkungsresilienz",true,"/begriffe/wirkungsresilienz/","relatedTerms",false,false
"anpassungskapazitaet","vertrauen","related","Vertrauen",true,"/begriffe/vertrauen/","relatedTerms",false,false
"anpassungskapazitaet","klimarisiko","related","Klimarisiko",true,"/begriffe/klimarisiko/","relatedTerms",false,false
"anpassungskapazitaet","exposition","related","Exposition",true,"/begriffe/exposition/","relatedTerms",false,false
"anpassungskapazitaet","klimaanpassung","related","Klimaanpassung / Adaptation",true,"/begriffe/klimaanpassung/","relatedTerms",false,false
"anpassungskapazitaet","vulnerabilitaet","related","Vulnerabilität",true,"/begriffe/vulnerabilitaet/","relatedTerms",false,false
"anpassungskapazitaet","wirkungsresilienz","related","Wirkungsresilienz",true,"/begriffe/wirkungsresilienz/","relatedTerms",false,false
"anpassungskapazitaet","vertrauen","related","Vertrauen",true,"/begriffe/vertrauen/","relatedTerms",false,false
"anpassungskapazitaet","klimarisiko","related","Klimarisiko",true,"/begriffe/klimarisiko/","relatedTerms",false,false
"anpassungskapazitaet","exposition","related","Exposition",true,"/begriffe/exposition/","relatedTerms",false,false
"anschlussfaehigkeit","resonanzraum","related","Resonanzraum",true,"/begriffe/resonanzraum/","relatedTerms",false,false
"anschlussfaehigkeit","strukturdeterminiertheit","related","Strukturdeterminiertheit",true,"/begriffe/strukturdeterminiertheit/","relatedTerms",false,false
"anschlussfaehigkeit","diffusion","related","Diffusion",true,"/begriffe/diffusion/","relatedTerms",false,false
"anschlussfaehigkeit","wirkungspotenzial","related","Wirkungspotenzial",true,"/begriffe/wirkungspotenzial/","relatedTerms",false,false
"anschlussfaehigkeit","ernst-von-glasersfeld","related","Ernst von Glasersfeld",true,"/begriffe/ernst-von-glasersfeld/","relatedTerms",false,false
"anschlussfaehigkeit","glossar-backlink-audit","related","Glossar-Backlink-Audit",true,"/begriffe/glossar-backlink-audit/","relatedTerms",false,false
"anschlussfaehigkeit","lebensform","related","Lebensform",true,"/begriffe/lebensform/","relatedTerms",false,false
"anschlussfaehigkeit","niklas-luhmann","related","Niklas Luhmann",true,"/begriffe/niklas-luhmann/","relatedTerms",false,false
"anschlussfaehigkeit","reframing","related","Reframing",true,"/begriffe/reframing/","relatedTerms",false,false
"anschlussfaehigkeit","resonanz","related","Resonanz",true,"/begriffe/resonanz/","relatedTerms",false,false
"anschlussfaehigkeit","wirklichkeitskonstruktion","related","Wirklichkeitskonstruktion",true,"/begriffe/wirklichkeitskonstruktion/","relatedTerms",false,false
"anschlussfaehigkeit","wirkungsdaten","related","Wirkungsdaten",true,"/begriffe/wirkungsdaten/","relatedTerms",false,false
"anschlussfaehigkeit","zukunftsbild","related","Zukunftsbild",true,"/begriffe/zukunftsbild/","relatedTerms",false,false
"anschlussfaehigkeit","resonanzraum","related","Resonanzraum",true,"/begriffe/resonanzraum/","relatedTerms",false,false
"anschlussfaehigkeit","strukturdeterminiertheit","related","Strukturdeterminiertheit",true,"/begriffe/strukturdeterminiertheit/","relatedTerms",false,false
"anschlussfaehigkeit","diffusion","related","Diffusion",true,"/begriffe/diffusion/","relatedTerms",false,false
"anschlussfaehigkeit","wirkungspotenzial","related","Wirkungspotenzial",true,"/begriffe/wirkungspotenzial/","relatedTerms",false,false
"anschlussfaehigkeit","ernst-von-glasersfeld","related","Ernst von Glasersfeld",true,"/begriffe/ernst-von-glasersfeld/","relatedTerms",false,false
"anschlussfaehigkeit","glossar-backlink-audit","related","Glossar-Backlink-Audit",true,"/begriffe/glossar-backlink-audit/","relatedTerms",false,false
"anschlussfaehigkeit","lebensform","related","Lebensform",true,"/begriffe/lebensform/","relatedTerms",false,false
"anschlussfaehigkeit","niklas-luhmann","related","Niklas Luhmann",true,"/begriffe/niklas-luhmann/","relatedTerms",false,false
"anschlussfaehigkeit","reframing","related","Reframing",true,"/begriffe/reframing/","relatedTerms",false,false
"anschlussfaehigkeit","resonanz","related","Resonanz",true,"/begriffe/resonanz/","relatedTerms",false,false
"anschlussfaehigkeit","wirklichkeitskonstruktion","related","Wirklichkeitskonstruktion",true,"/begriffe/wirklichkeitskonstruktion/","relatedTerms",false,false
"anschlussfaehigkeit","wirkungsdaten","related","Wirkungsdaten",true,"/begriffe/wirkungsdaten/","relatedTerms",false,false
"anschlussfaehigkeit","zukunftsbild","related","Zukunftsbild",true,"/begriffe/zukunftsbild/","relatedTerms",false,false
"anschlusskosten","baukostenzuschuss","related","Baukostenzuschuss",true,"/begriffe/baukostenzuschuss/","relatedTerms",false,false
"anschlusskosten","netzanschlusspunkt","related","Netzanschlusspunkt",true,"/begriffe/netzanschlusspunkt/","relatedTerms",false,false
"anschlusskosten","baukostenzuschuss","related","Baukostenzuschuss",true,"/begriffe/baukostenzuschuss/","relatedTerms",false,false
"anschlusskosten","netzanschlusspunkt","related","Netzanschlusspunkt",true,"/begriffe/netzanschlusspunkt/","relatedTerms",false,false
"anschlussleistung","netzanschlussleistung","related","Netzanschlussleistung",true,"/begriffe/netzanschlussleistung/","relatedTerms",false,false
"anschlussleistung","baukostenzuschuss","related","Baukostenzuschuss",true,"/begriffe/baukostenzuschuss/","relatedTerms",false,false
"anschlussleistung","ladeleistung","related","Ladeleistung",true,"/begriffe/ladeleistung/","relatedTerms",false,false
"anschlussleistung","netzanschlussleistung","related","Netzanschlussleistung",true,"/begriffe/netzanschlussleistung/","relatedTerms",false,false
"anschlussleistung","baukostenzuschuss","related","Baukostenzuschuss",true,"/begriffe/baukostenzuschuss/","relatedTerms",false,false
"anschlussleistung","ladeleistung","related","Ladeleistung",true,"/begriffe/ladeleistung/","relatedTerms",false,false
"antisemitismus","rassismus","related","Rassismus",true,"/begriffe/rassismus/","relatedTerms",false,false
"antisemitismus","menschenwuerde","related","Menschenwürde",true,"/begriffe/menschenwuerde/","relatedTerms",false,false
"antisemitismus","rassismus","related","Rassismus",true,"/begriffe/rassismus/","relatedTerms",false,false
"antisemitismus","menschenwuerde","related","Menschenwürde",true,"/begriffe/menschenwuerde/","relatedTerms",false,false
"antiziganismus","rassismus","related","Rassismus",true,"/begriffe/rassismus/","relatedTerms",false,false
"antiziganismus","diskriminierungsverbot","related","Diskriminierungsverbot",true,"/begriffe/diskriminierungsverbot/","relatedTerms",false,false
"antiziganismus","rassismus","related","Rassismus",true,"/begriffe/rassismus/","relatedTerms",false,false
"antiziganismus","diskriminierungsverbot","related","Diskriminierungsverbot",true,"/begriffe/diskriminierungsverbot/","relatedTerms",false,false
"arbeiten-arendt","vita-activa","related","Vita activa",true,"/begriffe/vita-activa/","relatedTerms",false,false
"arbeiten-arendt","care-oekonomie","related","Care-Ökonomie",true,"/begriffe/care-oekonomie/","relatedTerms",false,false
"arbeiten-arendt","soziale-reproduktion","related","Soziale Reproduktion",true,"/begriffe/soziale-reproduktion/","relatedTerms",false,false
"arbeiten-arendt","vita-activa","related","Vita activa",true,"/begriffe/vita-activa/","relatedTerms",false,false
"arbeiten-arendt","care-oekonomie","related","Care-Ökonomie",true,"/begriffe/care-oekonomie/","relatedTerms",false,false
"arbeiten-arendt","soziale-reproduktion","related","Soziale Reproduktion",true,"/begriffe/soziale-reproduktion/","relatedTerms",false,false
"arbeitspreis","leistungspreis","related","Leistungspreis",true,"/begriffe/leistungspreis/","relatedTerms",false,false
"arbeitspreis","strompreisbestandteile","related","Strompreisbestandteile",true,"/begriffe/strompreisbestandteile/","relatedTerms",false,false
"arbeitspreis","eichrecht-ladeinfrastruktur","related","Eichrecht Ladeinfrastruktur",true,"/begriffe/eichrecht-ladeinfrastruktur/","relatedTerms",false,false
"arbeitspreis","leistungspreis","related","Leistungspreis",true,"/begriffe/leistungspreis/","relatedTerms",false,false
"arbeitspreis","strompreisbestandteile","related","Strompreisbestandteile",true,"/begriffe/strompreisbestandteile/","relatedTerms",false,false
"arbeitspreis","eichrecht-ladeinfrastruktur","related","Eichrecht Ladeinfrastruktur",true,"/begriffe/eichrecht-ladeinfrastruktur/","relatedTerms",false,false
"arbitrageur","routineunternehmer","related","Routineunternehmer / Homo oeconomicus",true,"/begriffe/routineunternehmer/","relatedTerms",false,false
"arbitrageur","business-value","related","Business Value",true,"/begriffe/business-value/","relatedTerms",false,false
"arbitrageur","impact-value","related","Impact Value / Wirkungswert",true,"/begriffe/impact-value/","relatedTerms",false,false
"arbitrageur","routineunternehmer","related","Routineunternehmer / Homo oeconomicus",true,"/begriffe/routineunternehmer/","relatedTerms",false,false
"arbitrageur","business-value","related","Business Value",true,"/begriffe/business-value/","relatedTerms",false,false
"arbitrageur","impact-value","related","Impact Value / Wirkungswert",true,"/begriffe/impact-value/","relatedTerms",false,false
"archetyp","benchmark","related","Benchmark",true,"/begriffe/benchmark/","relatedTerms",false,false
"archetyp","scorecard","related","Scorecard",true,"/begriffe/scorecard/","relatedTerms",false,false
"archetyp","woek-id","related","WÖk-ID",true,"/begriffe/woek-id/","relatedTerms",false,false
"archetyp","nace","related","NACE",true,"/begriffe/nace/","relatedTerms",false,false
"archetyp","wirkungsrat","related","Wirkungsrat",true,"/begriffe/wirkungsrat/","relatedTerms",false,false
"archetyp","wirkungsindikator","related","Wirkungsindikator",true,"/begriffe/wirkungsindikator/","relatedTerms",false,false
"archetyp","datenqualitaet","related","Datenqualität",true,"/begriffe/datenqualitaet/","relatedTerms",false,false
"archetyp","finalscore","related","FinalScore",true,"/begriffe/finalscore/","relatedTerms",false,false
"archetyp","produktscorecard","related","produktscorecard",true,"/begriffe/produktscorecard/","relatedTerms",false,false
"archetyp","wirkungsregister","related","Wirkungsregister",true,"/begriffe/wirkungsregister/","relatedTerms",false,false
