from,to,relation_type,label,exists_as_page,rendered_link,source_section,bidirectional_expected,broken
"wirkungs-bip","scheinleistung","related","Scheinleistung",true,"/begriffe/scheinleistung/","relatedTerms",false,false
"wirkungs-bip","blindleistung","related","Blindleistung",true,"/begriffe/blindleistung/","relatedTerms",false,false
"wirkungs-bip","verlustleistung","related","Verlustleistung",true,"/begriffe/verlustleistung/","relatedTerms",false,false
"wirkungs-bip","wirkungs-bip","related","Wirkungs-BIP",true,"/begriffe/wirkungs-bip/","relatedTerms",false,false
"wirkungs-bip","neue-ordnung-des-wohlstands","related","Neue Ordnung des Wohlstands",true,"/begriffe/neue-ordnung-des-wohlstands/","relatedTerms",false,false
"wirkungs-bip","bip","related","bip",false,"","relatedTerms",false,true
"wirkungs-bip","bruttoinlandsprodukt","related","bruttoinlandsprodukt",false,"","relatedTerms",false,true
"wirkungs-bip","wirkungshaushalt","related","Wirkungshaushalt",true,"/begriffe/wirkungshaushalt/","relatedTerms",false,false
"wirkungs-bip","wirkungsbudget","related","Wirkungsbudget",true,"/begriffe/wirkungsbudget/","relatedTerms",false,false
"wirkungs-bip","wirkungstransparenzbericht","related","Wirkungstransparenzbericht",true,"/begriffe/wirkungstransparenzbericht/","relatedTerms",false,false
"wirkungs-bip","t-sroi","related","T-SROI",true,"/begriffe/t-sroi/","relatedTerms",false,false
"wirkungs-bip","positive-netto-wirkung","related","positive Netto-Wirkung",true,"/begriffe/positive-netto-wirkung/","relatedTerms",false,false
"wirkungs-bip","mensch-planet-demokratie","related","Mensch, Planet und Demokratie",true,"/begriffe/mensch-planet-demokratie/","relatedTerms",false,false
"wirkungs-bip","sdg-plus","related","SDG+",true,"/begriffe/sdg-plus/","relatedTerms",false,false
"wirkungs-bip","resilienz","related","Resilienz",true,"/begriffe/resilienz/","relatedTerms",false,false
"wirkungs-bip","praevention","related","Prävention",true,"/begriffe/praevention/","relatedTerms",false,false
"wirkungs-bip","kapitalwirkung","related","Kapitalwirkung",true,"/begriffe/kapitalwirkung/","relatedTerms",false,false
"wirkungs-bip","wirkungseinkommen","related","Wirkungseinkommen",true,"/begriffe/wirkungseinkommen/","relatedTerms",false,false
"wirkungs-bip","wirkungsrente","related","Wirkungsrente",true,"/begriffe/wirkungsrente/","relatedTerms",false,false
"wirkungs-bip","nwi","related","NWI",true,"/begriffe/nwi/","relatedTerms",false,false
"wirkungs-bip","wirkungs-bip","related","Wirkungs-BIP",true,"/begriffe/wirkungs-bip/","relatedTerms",false,false
"wirkungs-bip","wohlstand-als-systemzustand","related","wohlstand-als-systemzustand",false,"","relatedTerms",false,true
"wirkungs-bip","wohlstandsmessung","related","wohlstandsmessung",false,"","relatedTerms",false,true
"wirkungs-bip","aktivitaetsmass","related","aktivitaetsmass",false,"","relatedTerms",false,true
"wirkungs-bip","wirkungsbilanz","related","wirkungsbilanz",false,"","relatedTerms",false,true
"wirkungs-bip","mpd-dashboard","related","mpd-dashboard",false,"","relatedTerms",false,true
"wirkungs-bip","wirkung","related","Wirkung",true,"/begriffe/wirkung/","relatedTerms",false,false
"wirkungs-bip","netto-wirkung","related","Netto-Wirkung",true,"/begriffe/netto-wirkung/","relatedTerms",false,false
"wirkungs-bip","transformationswirkung","related","Transformationswirkung",true,"/begriffe/transformationswirkung/","relatedTerms",false,false
"wirkungs-bip","wirkungsbewertung","related","Wirkungsbewertung",true,"/begriffe/wirkungsbewertung/","relatedTerms",false,false
"wirkungs-bip","wirkungslenkung","related","Wirkungslenkung",true,"/begriffe/wirkungslenkung/","relatedTerms",false,false
"wirkungs-bip","wirkungsrueckkopplung","related","Wirkungsrückkopplung",true,"/begriffe/wirkungsrueckkopplung/","relatedTerms",false,false
"wirkungs-bip","wirkungsarchitektur","related","Wirkungsarchitektur",true,"/begriffe/wirkungsarchitektur/","relatedTerms",false,false
"wirkungs-bip","wirkungswahrheit","related","Wirkungswahrheit",true,"/begriffe/wirkungswahrheit/","relatedTerms",false,false
"wirkungs-bip","wirkungsblindheit","related","Wirkungsblindheit",true,"/begriffe/wirkungsblindheit/","relatedTerms",false,false
"wirkungs-bip","scorecard","related","Scorecard",true,"/begriffe/scorecard/","relatedTerms",false,false
"wirkungs-bip","produktscorecard","related","produktscorecard",true,"/begriffe/produktscorecard/","relatedTerms",false,false
"wirkungs-bip","woek-id","related","WÖk-ID",true,"/begriffe/woek-id/","relatedTerms",false,false
"wirkungs-bip","wirkungsindikator","related","Wirkungsindikator",true,"/begriffe/wirkungsindikator/","relatedTerms",false,false
"wirkungs-bip","benchmark","related","Benchmark",true,"/begriffe/benchmark/","relatedTerms",false,false
"wirkungs-bip","datenqualitaet","related","Datenqualität",true,"/begriffe/datenqualitaet/","relatedTerms",false,false
"wirkungs-bip","reverse-merit-order","related","Reverse Merit Order",true,"/begriffe/reverse-merit-order/","relatedTerms",false,false
"wirkungs-bip","wirkungsgrenze","related","Wirkungsgrenze",true,"/begriffe/wirkungsgrenze/","relatedTerms",false,false
"wirkungs-bip","sorgearbeit","related","Sorgearbeit",true,"/begriffe/sorgearbeit/","relatedTerms",false,false
"wirkungs-bip","bildung","related","bildung",false,"","relatedTerms",false,true
"wirkungs-bip","gesundheit","related","Gesundheit",true,"/begriffe/gesundheit/","relatedTerms",false,false
"wirkungs-bip","demokratiepflege","related","demokratiepflege",false,"","relatedTerms",false,true
"wirkungs-bip","kreislaufwirtschaft","related","Kreislaufwirtschaft",true,"/begriffe/kreislaufwirtschaft/","relatedTerms",false,false
"wirkungs-bip","sdgs","related","SDGs",true,"/begriffe/sdgs/","relatedTerms",false,false
"wirkungs-bip","agenda-2030","related","Agenda 2030",true,"/begriffe/agenda-2030/","relatedTerms",false,false
"wirkungs-bip","oeffentliche-beschaffung","related","Öffentliche Beschaffung",true,"/begriffe/oeffentliche-beschaffung/","relatedTerms",false,false
"wirkungs-bip","wirkungspruefung","related","Wirkungsprüfung",true,"/begriffe/wirkungspruefung/","relatedTerms",false,false
"wirkungs-bip","nwi","related","NWI",true,"/begriffe/nwi/","relatedTerms",false,false
"wirkungs-bip","wirkleistung","related","Wirkleistung",true,"/begriffe/wirkleistung/","relatedTerms",false,false
"wirkungs-bip","scheinleistung","related","Scheinleistung",true,"/begriffe/scheinleistung/","relatedTerms",false,false
"wirkungs-bip","blindleistung","related","Blindleistung",true,"/begriffe/blindleistung/","relatedTerms",false,false
"wirkungs-bip","verlustleistung","related","Verlustleistung",true,"/begriffe/verlustleistung/","relatedTerms",false,false
"wirkungs-bip","wirkungs-bip","related","Wirkungs-BIP",true,"/begriffe/wirkungs-bip/","relatedTerms",false,false
"wirkungs-bip","neue-ordnung-des-wohlstands","related","Neue Ordnung des Wohlstands",true,"/begriffe/neue-ordnung-des-wohlstands/","relatedTerms",false,false
"wirkungs-bip","bip","related","bip",false,"","relatedTerms",false,true
"wirkungs-bip","bruttoinlandsprodukt","related","bruttoinlandsprodukt",false,"","relatedTerms",false,true
"wirkungs-bip","wirkungshaushalt","related","Wirkungshaushalt",true,"/begriffe/wirkungshaushalt/","relatedTerms",false,false
"wirkungs-bip","wirkungsbudget","related","Wirkungsbudget",true,"/begriffe/wirkungsbudget/","relatedTerms",false,false
"wirkungs-bip","wirkungstransparenzbericht","related","Wirkungstransparenzbericht",true,"/begriffe/wirkungstransparenzbericht/","relatedTerms",false,false
"wirkungs-bip","t-sroi","related","T-SROI",true,"/begriffe/t-sroi/","relatedTerms",false,false
"wirkungs-bip","positive-netto-wirkung","related","positive Netto-Wirkung",true,"/begriffe/positive-netto-wirkung/","relatedTerms",false,false
"wirkungs-bip","mensch-planet-demokratie","related","Mensch, Planet und Demokratie",true,"/begriffe/mensch-planet-demokratie/","relatedTerms",false,false
"wirkungs-bip","sdg-plus","related","SDG+",true,"/begriffe/sdg-plus/","relatedTerms",false,false
"wirkungs-bip","resilienz","related","Resilienz",true,"/begriffe/resilienz/","relatedTerms",false,false
"wirkungs-bip","praevention","related","Prävention",true,"/begriffe/praevention/","relatedTerms",false,false
"wirkungs-bip","kapitalwirkung","related","Kapitalwirkung",true,"/begriffe/kapitalwirkung/","relatedTerms",false,false
"wirkungs-bip","wirkungseinkommen","related","Wirkungseinkommen",true,"/begriffe/wirkungseinkommen/","relatedTerms",false,false
"wirkungs-bip","wirkungsrente","related","Wirkungsrente",true,"/begriffe/wirkungsrente/","relatedTerms",false,false
"wirkungs-bip","nwi","related","NWI",true,"/begriffe/nwi/","relatedTerms",false,false
"wirkungs-bip","wirkungs-bip","related","Wirkungs-BIP",true,"/begriffe/wirkungs-bip/","relatedTerms",false,false
"wirkungs-bip","wohlstand-als-systemzustand","related","wohlstand-als-systemzustand",false,"","relatedTerms",false,true
"wirkungs-bip","wohlstandsmessung","related","wohlstandsmessung",false,"","relatedTerms",false,true
"wirkungs-bip","aktivitaetsmass","related","aktivitaetsmass",false,"","relatedTerms",false,true
"wirkungs-bip","wirkungsbilanz","related","wirkungsbilanz",false,"","relatedTerms",false,true
"wirkungs-bip","mpd-dashboard","related","mpd-dashboard",false,"","relatedTerms",false,true
"wirkungs-bip","wirkung","related","Wirkung",true,"/begriffe/wirkung/","relatedTerms",false,false
"wirkungs-bip","netto-wirkung","related","Netto-Wirkung",true,"/begriffe/netto-wirkung/","relatedTerms",false,false
"wirkungs-bip","transformationswirkung","related","Transformationswirkung",true,"/begriffe/transformationswirkung/","relatedTerms",false,false
"wirkungs-bip","wirkungsbewertung","related","Wirkungsbewertung",true,"/begriffe/wirkungsbewertung/","relatedTerms",false,false
"wirkungs-bip","wirkungslenkung","related","Wirkungslenkung",true,"/begriffe/wirkungslenkung/","relatedTerms",false,false
"wirkungs-bip","wirkungsrueckkopplung","related","Wirkungsrückkopplung",true,"/begriffe/wirkungsrueckkopplung/","relatedTerms",false,false
"wirkungs-bip","wirkungsarchitektur","related","Wirkungsarchitektur",true,"/begriffe/wirkungsarchitektur/","relatedTerms",false,false
"wirkungs-bip","wirkungswahrheit","related","Wirkungswahrheit",true,"/begriffe/wirkungswahrheit/","relatedTerms",false,false
"wirkungs-bip","wirkungsblindheit","related","Wirkungsblindheit",true,"/begriffe/wirkungsblindheit/","relatedTerms",false,false
"wirkungs-bip","scorecard","related","Scorecard",true,"/begriffe/scorecard/","relatedTerms",false,false
"wirkungs-bip","produktscorecard","related","produktscorecard",true,"/begriffe/produktscorecard/","relatedTerms",false,false
"wirkungs-bip","woek-id","related","WÖk-ID",true,"/begriffe/woek-id/","relatedTerms",false,false
"wirkungs-bip","wirkungsindikator","related","Wirkungsindikator",true,"/begriffe/wirkungsindikator/","relatedTerms",false,false
"wirkungs-bip","benchmark","related","Benchmark",true,"/begriffe/benchmark/","relatedTerms",false,false
"wirkungs-bip","datenqualitaet","related","Datenqualität",true,"/begriffe/datenqualitaet/","relatedTerms",false,false
"wirkungs-bip","reverse-merit-order","related","Reverse Merit Order",true,"/begriffe/reverse-merit-order/","relatedTerms",false,false
"wirkungs-bip","wirkungsgrenze","related","Wirkungsgrenze",true,"/begriffe/wirkungsgrenze/","relatedTerms",false,false
"wirkungs-bip","sorgearbeit","related","Sorgearbeit",true,"/begriffe/sorgearbeit/","relatedTerms",false,false
"wirkungs-bip","bildung","related","bildung",false,"","relatedTerms",false,true
"wirkungs-bip","gesundheit","related","Gesundheit",true,"/begriffe/gesundheit/","relatedTerms",false,false
"wirkungs-bip","demokratiepflege","related","demokratiepflege",false,"","relatedTerms",false,true
"wirkungs-bip","kreislaufwirtschaft","related","Kreislaufwirtschaft",true,"/begriffe/kreislaufwirtschaft/","relatedTerms",false,false
"wirkungs-bip","sdgs","related","SDGs",true,"/begriffe/sdgs/","relatedTerms",false,false
"wirkungs-bip","agenda-2030","related","Agenda 2030",true,"/begriffe/agenda-2030/","relatedTerms",false,false
"wirkungs-bip","oeffentliche-beschaffung","related","Öffentliche Beschaffung",true,"/begriffe/oeffentliche-beschaffung/","relatedTerms",false,false
"wirkungs-bip","wirkungspruefung","related","Wirkungsprüfung",true,"/begriffe/wirkungspruefung/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsbewertung","related","Wirkungsbewertung",true,"/begriffe/wirkungsbewertung/","relatedTerms",false,false
"wirkungsarchitektur","wirkungslenkung","related","Wirkungslenkung",true,"/begriffe/wirkungslenkung/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsrueckkopplung","related","Wirkungsrückkopplung",true,"/begriffe/wirkungsrueckkopplung/","relatedTerms",false,false
"wirkungsarchitektur","woek-id","related","WÖk-ID",true,"/begriffe/woek-id/","relatedTerms",false,false
"wirkungsarchitektur","produktscorecard","related","produktscorecard",true,"/begriffe/produktscorecard/","relatedTerms",false,false
"wirkungsarchitektur","digitaler-produktpass","related","Digitaler Produktpass",true,"/begriffe/digitaler-produktpass/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsdatenraum","related","Wirkungsdatenraum",true,"/begriffe/wirkungsdatenraum/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsrat","related","Wirkungsrat",true,"/begriffe/wirkungsrat/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsaudit","related","Wirkungsaudit",true,"/begriffe/wirkungsaudit/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsassurance","related","Wirkungsassurance",true,"/begriffe/wirkungsassurance/","relatedTerms",false,false
"wirkungsarchitektur","wirkungssteuer","related","Wirkungssteuer",true,"/begriffe/wirkungssteuer/","relatedTerms",false,false
"wirkungsarchitektur","wirkungshaushalt","related","Wirkungshaushalt",true,"/begriffe/wirkungshaushalt/","relatedTerms",false,false
"wirkungsarchitektur","wirkungswahrheit","related","Wirkungswahrheit",true,"/begriffe/wirkungswahrheit/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsblindheit","related","Wirkungsblindheit",true,"/begriffe/wirkungsblindheit/","relatedTerms",false,false
"wirkungsarchitektur","datenqualitaet","related","Datenqualität",true,"/begriffe/datenqualitaet/","relatedTerms",false,false
"wirkungsarchitektur","greenwashing","related","Greenwashing",true,"/begriffe/greenwashing/","relatedTerms",false,false
"wirkungsarchitektur","wirkung","related","Wirkung",true,"/begriffe/wirkung/","relatedTerms",false,false
"wirkungsarchitektur","wirkungspotenzial","related","Wirkungspotenzial",true,"/begriffe/wirkungspotenzial/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsrisiko","related","Wirkungsrisiko",true,"/begriffe/wirkungsrisiko/","relatedTerms",false,false
"wirkungsarchitektur","netto-wirkung","related","Netto-Wirkung",true,"/begriffe/netto-wirkung/","relatedTerms",false,false
"wirkungsarchitektur","positive-netto-wirkung","related","positive Netto-Wirkung",true,"/begriffe/positive-netto-wirkung/","relatedTerms",false,false
"wirkungsarchitektur","transformationswirkung","related","Transformationswirkung",true,"/begriffe/transformationswirkung/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsgrenze","related","Wirkungsgrenze",true,"/begriffe/wirkungsgrenze/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsrad","related","wirkungsrad",false,"","relatedTerms",false,true
"wirkungsarchitektur","wirkungspfad","related","Wirkungspfad",true,"/begriffe/wirkungspfad/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsnetz","related","Wirkungsnetz",true,"/begriffe/wirkungsnetz/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsdaten","related","Wirkungsdaten",true,"/begriffe/wirkungsdaten/","relatedTerms",false,false
"wirkungsarchitektur","reverse-merit-order","related","Reverse Merit Order",true,"/begriffe/reverse-merit-order/","relatedTerms",false,false
"wirkungsarchitektur","impact-washing","related","Impact-Washing",true,"/begriffe/impact-washing/","relatedTerms",false,false
"wirkungsarchitektur","sdg-washing","related","SDG-Washing",true,"/begriffe/sdg-washing/","relatedTerms",false,false
"wirkungsarchitektur","mensch-planet-demokratie","related","Mensch, Planet und Demokratie",true,"/begriffe/mensch-planet-demokratie/","relatedTerms",false,false
"wirkungsarchitektur","sdgs","related","SDGs",true,"/begriffe/sdgs/","relatedTerms",false,false
"wirkungsarchitektur","agenda-2030","related","Agenda 2030",true,"/begriffe/agenda-2030/","relatedTerms",false,false
"wirkungsarchitektur","sdg-plus","related","SDG+",true,"/begriffe/sdg-plus/","relatedTerms",false,false
"wirkungsarchitektur","rueckkopplung","related","Rückkopplung",true,"/begriffe/rueckkopplung/","relatedTerms",false,false
"wirkungsarchitektur","kybernetik","related","Kybernetik",true,"/begriffe/kybernetik/","relatedTerms",false,false
"wirkungsarchitektur","viable-system-model","related","Viable System Model",true,"/begriffe/viable-system-model/","relatedTerms",false,false
"wirkungsarchitektur","scorecard","related","Scorecard",true,"/begriffe/scorecard/","relatedTerms",false,false
"wirkungsarchitektur","sechster-kondratieff","related","6. Kondratieff",true,"/begriffe/sechster-kondratieff/","relatedTerms",false,false
"wirkungsarchitektur","donella-meadows","related","Donella Meadows",true,"/begriffe/donella-meadows/","relatedTerms",false,false
"wirkungsarchitektur","komplexitaetsmanagement","related","Komplexitätsmanagement",true,"/begriffe/komplexitaetsmanagement/","relatedTerms",false,false
"wirkungsarchitektur","maja-goepel","related","Maja Göpel",true,"/begriffe/maja-goepel/","relatedTerms",false,false
"wirkungsarchitektur","management","related","Management",true,"/begriffe/management/","relatedTerms",false,false
"wirkungsarchitektur","pfadabhaengigkeit","related","Pfadabhängigkeit",true,"/begriffe/pfadabhaengigkeit/","relatedTerms",false,false
"wirkungsarchitektur","prozessdenken","related","Prozessdenken",true,"/begriffe/prozessdenken/","relatedTerms",false,false
"wirkungsarchitektur","rekursion","related","Rekursion",true,"/begriffe/rekursion/","relatedTerms",false,false
"wirkungsarchitektur","resonanzarchitektur","related","Resonanzarchitektur",true,"/begriffe/resonanzarchitektur/","relatedTerms",false,false
"wirkungsarchitektur","selbstorganisation","related","Selbstorganisation",true,"/begriffe/selbstorganisation/","relatedTerms",false,false
"wirkungsarchitektur","stafford-beer","related","Stafford Beer",true,"/begriffe/stafford-beer/","relatedTerms",false,false
"wirkungsarchitektur","systemische-kohaerenz","related","Systemische Kohärenz",true,"/begriffe/systemische-kohaerenz/","relatedTerms",false,false
"wirkungsarchitektur","systemorientiertes-management","related","Systemorientiertes Management",true,"/begriffe/systemorientiertes-management/","relatedTerms",false,false
"wirkungsarchitektur","verfassungsmaessige-wirkungsarchitektur","related","Verfassungsmäßige Wirkungsarchitektur",true,"/begriffe/verfassungsmaessige-wirkungsarchitektur/","relatedTerms",false,false
"wirkungsarchitektur","verwaltung","related","Verwaltung",true,"/begriffe/verwaltung/","relatedTerms",false,false
"wirkungsarchitektur","wirkungskompetenz","related","Wirkungskompetenz",true,"/begriffe/wirkungskompetenz/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsraum","related","Wirkungsraum",true,"/begriffe/wirkungsraum/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsresilienz","related","Wirkungsresilienz",true,"/begriffe/wirkungsresilienz/","relatedTerms",false,false
"wirkungsarchitektur","demokratische-wirkungsarchitektur","related","Demokratische Wirkungsarchitektur",true,"/begriffe/demokratische-wirkungsarchitektur/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsbewertung","related","Wirkungsbewertung",true,"/begriffe/wirkungsbewertung/","relatedTerms",false,false
"wirkungsarchitektur","wirkungslenkung","related","Wirkungslenkung",true,"/begriffe/wirkungslenkung/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsrueckkopplung","related","Wirkungsrückkopplung",true,"/begriffe/wirkungsrueckkopplung/","relatedTerms",false,false
"wirkungsarchitektur","woek-id","related","WÖk-ID",true,"/begriffe/woek-id/","relatedTerms",false,false
"wirkungsarchitektur","produktscorecard","related","produktscorecard",true,"/begriffe/produktscorecard/","relatedTerms",false,false
"wirkungsarchitektur","digitaler-produktpass","related","Digitaler Produktpass",true,"/begriffe/digitaler-produktpass/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsdatenraum","related","Wirkungsdatenraum",true,"/begriffe/wirkungsdatenraum/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsrat","related","Wirkungsrat",true,"/begriffe/wirkungsrat/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsaudit","related","Wirkungsaudit",true,"/begriffe/wirkungsaudit/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsassurance","related","Wirkungsassurance",true,"/begriffe/wirkungsassurance/","relatedTerms",false,false
"wirkungsarchitektur","wirkungssteuer","related","Wirkungssteuer",true,"/begriffe/wirkungssteuer/","relatedTerms",false,false
"wirkungsarchitektur","wirkungshaushalt","related","Wirkungshaushalt",true,"/begriffe/wirkungshaushalt/","relatedTerms",false,false
"wirkungsarchitektur","wirkungswahrheit","related","Wirkungswahrheit",true,"/begriffe/wirkungswahrheit/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsblindheit","related","Wirkungsblindheit",true,"/begriffe/wirkungsblindheit/","relatedTerms",false,false
"wirkungsarchitektur","datenqualitaet","related","Datenqualität",true,"/begriffe/datenqualitaet/","relatedTerms",false,false
"wirkungsarchitektur","greenwashing","related","Greenwashing",true,"/begriffe/greenwashing/","relatedTerms",false,false
"wirkungsarchitektur","wirkung","related","Wirkung",true,"/begriffe/wirkung/","relatedTerms",false,false
"wirkungsarchitektur","wirkungspotenzial","related","Wirkungspotenzial",true,"/begriffe/wirkungspotenzial/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsrisiko","related","Wirkungsrisiko",true,"/begriffe/wirkungsrisiko/","relatedTerms",false,false
"wirkungsarchitektur","netto-wirkung","related","Netto-Wirkung",true,"/begriffe/netto-wirkung/","relatedTerms",false,false
"wirkungsarchitektur","positive-netto-wirkung","related","positive Netto-Wirkung",true,"/begriffe/positive-netto-wirkung/","relatedTerms",false,false
"wirkungsarchitektur","transformationswirkung","related","Transformationswirkung",true,"/begriffe/transformationswirkung/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsgrenze","related","Wirkungsgrenze",true,"/begriffe/wirkungsgrenze/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsrad","related","wirkungsrad",false,"","relatedTerms",false,true
"wirkungsarchitektur","wirkungspfad","related","Wirkungspfad",true,"/begriffe/wirkungspfad/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsnetz","related","Wirkungsnetz",true,"/begriffe/wirkungsnetz/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsdaten","related","Wirkungsdaten",true,"/begriffe/wirkungsdaten/","relatedTerms",false,false
"wirkungsarchitektur","reverse-merit-order","related","Reverse Merit Order",true,"/begriffe/reverse-merit-order/","relatedTerms",false,false
"wirkungsarchitektur","impact-washing","related","Impact-Washing",true,"/begriffe/impact-washing/","relatedTerms",false,false
"wirkungsarchitektur","sdg-washing","related","SDG-Washing",true,"/begriffe/sdg-washing/","relatedTerms",false,false
"wirkungsarchitektur","mensch-planet-demokratie","related","Mensch, Planet und Demokratie",true,"/begriffe/mensch-planet-demokratie/","relatedTerms",false,false
"wirkungsarchitektur","sdgs","related","SDGs",true,"/begriffe/sdgs/","relatedTerms",false,false
"wirkungsarchitektur","agenda-2030","related","Agenda 2030",true,"/begriffe/agenda-2030/","relatedTerms",false,false
"wirkungsarchitektur","sdg-plus","related","SDG+",true,"/begriffe/sdg-plus/","relatedTerms",false,false
"wirkungsarchitektur","rueckkopplung","related","Rückkopplung",true,"/begriffe/rueckkopplung/","relatedTerms",false,false
"wirkungsarchitektur","kybernetik","related","Kybernetik",true,"/begriffe/kybernetik/","relatedTerms",false,false
"wirkungsarchitektur","viable-system-model","related","Viable System Model",true,"/begriffe/viable-system-model/","relatedTerms",false,false
"wirkungsarchitektur","scorecard","related","Scorecard",true,"/begriffe/scorecard/","relatedTerms",false,false
"wirkungsarchitektur","sechster-kondratieff","related","6. Kondratieff",true,"/begriffe/sechster-kondratieff/","relatedTerms",false,false
"wirkungsarchitektur","donella-meadows","related","Donella Meadows",true,"/begriffe/donella-meadows/","relatedTerms",false,false
"wirkungsarchitektur","komplexitaetsmanagement","related","Komplexitätsmanagement",true,"/begriffe/komplexitaetsmanagement/","relatedTerms",false,false
"wirkungsarchitektur","maja-goepel","related","Maja Göpel",true,"/begriffe/maja-goepel/","relatedTerms",false,false
"wirkungsarchitektur","management","related","Management",true,"/begriffe/management/","relatedTerms",false,false
"wirkungsarchitektur","pfadabhaengigkeit","related","Pfadabhängigkeit",true,"/begriffe/pfadabhaengigkeit/","relatedTerms",false,false
"wirkungsarchitektur","prozessdenken","related","Prozessdenken",true,"/begriffe/prozessdenken/","relatedTerms",false,false
"wirkungsarchitektur","rekursion","related","Rekursion",true,"/begriffe/rekursion/","relatedTerms",false,false
"wirkungsarchitektur","resonanzarchitektur","related","Resonanzarchitektur",true,"/begriffe/resonanzarchitektur/","relatedTerms",false,false
"wirkungsarchitektur","selbstorganisation","related","Selbstorganisation",true,"/begriffe/selbstorganisation/","relatedTerms",false,false
"wirkungsarchitektur","stafford-beer","related","Stafford Beer",true,"/begriffe/stafford-beer/","relatedTerms",false,false
"wirkungsarchitektur","systemische-kohaerenz","related","Systemische Kohärenz",true,"/begriffe/systemische-kohaerenz/","relatedTerms",false,false
"wirkungsarchitektur","systemorientiertes-management","related","Systemorientiertes Management",true,"/begriffe/systemorientiertes-management/","relatedTerms",false,false
"wirkungsarchitektur","verfassungsmaessige-wirkungsarchitektur","related","Verfassungsmäßige Wirkungsarchitektur",true,"/begriffe/verfassungsmaessige-wirkungsarchitektur/","relatedTerms",false,false
"wirkungsarchitektur","verwaltung","related","Verwaltung",true,"/begriffe/verwaltung/","relatedTerms",false,false
"wirkungsarchitektur","wirkungskompetenz","related","Wirkungskompetenz",true,"/begriffe/wirkungskompetenz/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsraum","related","Wirkungsraum",true,"/begriffe/wirkungsraum/","relatedTerms",false,false
"wirkungsarchitektur","wirkungsresilienz","related","Wirkungsresilienz",true,"/begriffe/wirkungsresilienz/","relatedTerms",false,false
"wirkungsarchitektur","demokratische-wirkungsarchitektur","related","Demokratische Wirkungsarchitektur",true,"/begriffe/demokratische-wirkungsarchitektur/","relatedTerms",false,false
"wirkungsassurance","wirkungsaudit","related","Wirkungsaudit",true,"/begriffe/wirkungsaudit/","relatedTerms",false,false
"wirkungsassurance","wirkungsregister","related","Wirkungsregister",true,"/begriffe/wirkungsregister/","relatedTerms",false,false
"wirkungsassurance","wirkungsrat","related","Wirkungsrat",true,"/begriffe/wirkungsrat/","relatedTerms",false,false
"wirkungsassurance","wirkungsgrenze","related","Wirkungsgrenze",true,"/begriffe/wirkungsgrenze/","relatedTerms",false,false
"wirkungsassurance","datenqualitaet","related","Datenqualität",true,"/begriffe/datenqualitaet/","relatedTerms",false,false
"wirkungsassurance","wirkungswahrheit","related","Wirkungswahrheit",true,"/begriffe/wirkungswahrheit/","relatedTerms",false,false
"wirkungsassurance","wirkungssimulation","related","Wirkungssimulation",true,"/begriffe/wirkungssimulation/","relatedTerms",false,false
"wirkungsassurance","greenwashing","related","Greenwashing",true,"/begriffe/greenwashing/","relatedTerms",false,false
"wirkungsassurance","impact-washing","related","Impact-Washing",true,"/begriffe/impact-washing/","relatedTerms",false,false
"wirkungsassurance","sdg-washing","related","SDG-Washing",true,"/begriffe/sdg-washing/","relatedTerms",false,false
"wirkungsassurance","produktscorecard","related","produktscorecard",true,"/begriffe/produktscorecard/","relatedTerms",false,false
"wirkungsassurance","digitaler-produktpass","related","Digitaler Produktpass",true,"/begriffe/digitaler-produktpass/","relatedTerms",false,false
"wirkungsassurance","woek-id","related","WÖk-ID",true,"/begriffe/woek-id/","relatedTerms",false,false
"wirkungsassurance","assurance","related","Assurance",true,"/begriffe/assurance/","relatedTerms",false,false
"wirkungsassurance","csrd","related","CSRD",true,"/begriffe/csrd/","relatedTerms",false,false
"wirkungsassurance","esrs","related","ESRS",true,"/begriffe/esrs/","relatedTerms",false,false
